college,state,students,privateorpublic,acceptance_rate,city,address,zip,urbanicity,website,school_type,graduation_rate,GPA,Division,tuition,fields_of_study_json,student_faculty_ratio,race_ethnicity_json,sat_score,act_score
Coastline Community College,カリフォルニア州(CA),6671,州立,,Fountain Valley,11460 Warner Ave.,92708-2597,都市部,www.coastline.edu/,4年制,0.2419,N/A,N/A,N/A,N/A,,,,
University of Silicon Valley,カリフォルニア州(CA),373,営利,0.6466,San Jose,191 Baypointe Parkway,95134,都市部,https://usv.edu/,N/A,0.4387,N/A,N/A,N/A,N/A,,,,
Coba Academy,カリフォルニア州(CA),111,営利,,Anaheim,663 N. Euclid Street,92801,都市部,www.coba.edu/,2年制,0.5778,N/A,N/A,N/A,N/A,,,,
Western University of Health Sciences,カリフォルニア州(CA),,私立,,Pomona,309 E 2nd St,91766-1854,郊外,www.westernu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Columbia College,カリフォルニア州(CA),1801,州立,,Sonora,11600 Columbia College Dr,95370,田舎,https://www.gocolumbia.edu/,4年制,0.3317,N/A,N/A,N/A,N/A,,,,
California College of ASU,カリフォルニア州(CA),291,私立,,Los Angeles,1111 S. Broadway Suite,90015,都市部,https://www.columbiacollege.edu/,N/A,0.4674,N/A,N/A,N/A,N/A,,,,
Compton College,カリフォルニア州(CA),2497,州立,,Compton,1111 East Artesia Blvd.,90221-5393,郊外,www.compton.edu/,4年制,0.1272,N/A,N/A,N/A,N/A,,,,
Contra Costa College,カリフォルニア州(CA),4557,州立,,San Pablo,2600 Mission Bell Dr,94806,郊外,https://www.contracosta.edu/,4年制,0.2294,N/A,N/A,N/A,N/A,,,,
Cosumnes River College,カリフォルニア州(CA),12073,州立,,Sacramento,8401 Center Parkway,95823-5799,都市部,https://www.crc.losrios.edu/,4年制,0.3031,N/A,N/A,N/A,N/A,,,,
Crafton Hills College,カリフォルニア州(CA),4312,州立,,Yucaipa,11711 Sand Canyon Road,92339-1799,郊外,www.craftonhills.edu/,4年制,0.3247,N/A,N/A,N/A,N/A,,,,
Cuesta College,カリフォルニア州(CA),7009,州立,,San Luis Obispo,Highway 1,93403-8106,田舎,https://www.cuesta.edu/,4年制,0.4347,N/A,N/A,N/A,N/A,,,,
Cuyamaca College,カリフォルニア州(CA),6527,州立,,El Cajon,900 Rancho San Diego Pky,92019,郊外,https://www.cuyamaca.edu/,4年制,0.3248,N/A,N/A,N/A,N/A,,,,
Cypress College,カリフォルニア州(CA),11865,州立,,Cypress,9200 Valley View,90630-5897,都市部,www.cypresscollege.edu/,2年制,0.332,N/A,N/A,N/A,N/A,,,,
De Anza College,カリフォルニア州(CA),14294,州立,,Cupertino,21250 Stevens Creek Blvd.,95014,都市部,https://www.deanza.edu/,4年制,0.6782,N/A,N/A,N/A,N/A,,,,
International School of Beauty Inc,カリフォルニア州(CA),186,営利,,Palm Desert,72261 Hwy 111 Ste 121-B,92260-2740,都市部,https://btyschool.com/,2年制,0.75,N/A,N/A,N/A,N/A,,,,
College of the Desert,カリフォルニア州(CA),8664,州立,,Palm Desert,43-500 Monterey Ave,92260,都市部,www.collegeofthedesert.edu/,4年制,0.2839,N/A,N/A,N/A,N/A,,,,
Design Institute of San Diego,カリフォルニア州(CA),90,営利,1,San Diego,8555 Commerce Ave,92121,都市部,www.disd.edu/,N/A,0.5294,N/A,N/A,N/A,N/A,,,,
Dharma Realm Buddhist University,カリフォルニア州(CA),0,私立,0.5455,Ukiah,1991 Virtue Way,95482-6050,町,https://drbu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Diablo Valley College,カリフォルニア州(CA),14387,州立,,Pleasant Hill,321 Golf Club Rd,94523,郊外,https://www.dvc.edu/,4年制,0.4656,N/A,N/A,N/A,N/A,,,,
Dominican University of California,カリフォルニア州(CA),1139,私立,0.9318,San Rafael,50 Acacia Ave,94901-2298,都市部,https://www.dominican.edu/,N/A,0.7817,N/A,N/A,N/A,N/A,,,,
Dominican School of Philosophy & Theology,カリフォルニア州(CA),,私立,,Berkeley,2301 Vine Street,94708-1816,都市部,https://www.dspt.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
East Los Angeles College,カリフォルニア州(CA),23499,州立,,Monterey Park,1301 Avenida Cesar Chavez,91754-6099,郊外,www.elac.edu/,4年制,0.2972,N/A,N/A,N/A,N/A,,,,
El Camino Community College District,カリフォルニア州(CA),16352,州立,,Torrance,16007 Crenshaw Blvd,90506,郊外,www.elcamino.edu/,4年制,0.3679,N/A,N/A,N/A,N/A,,,,
Emperor's College of Traditional Oriental Medicine,カリフォルニア州(CA),,営利,,Santa Monica,"1807 Wilshire Blvd, Ste #200",90403,都市部,www.emperors.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Evergreen Valley College,カリフォルニア州(CA),6741,州立,,San Jose,3095 Yerba Buena Rd,95135-1598,都市部,https://www.evc.edu/,4年制,0.3522,N/A,N/A,N/A,N/A,,,,
FIDM-Fashion Institute of Design & Merchandising,カリフォルニア州(CA),1780,営利,0.4171,Los Angeles,919 S Grand Ave,90015-1421,都市部,www.fidm.edu/,4年制,0.7422,N/A,N/A,N/A,N/A,,,,
Feather River Community College District,カリフォルニア州(CA),1243,州立,,Quincy,570 Golden Eagle Ave,95971-9124,田舎,www.frc.edu/,4年制,0.3708,N/A,N/A,N/A,N/A,,,,
Federico Beauty Institute,カリフォルニア州(CA),293,営利,,Sacramento,1515 Sports Drive    Ste 100,95834,郊外,federico.edu/,2年制,0.7586,N/A,N/A,N/A,N/A,,,,
Fielding Graduate University,カリフォルニア州(CA),,私立,,Santa Barbara,2020 De La Vina St,93105-3538,都市部,www.fielding.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Five Branches University,カリフォルニア州(CA),,営利,,Santa Cruz,200 7th Avenue,95062,郊外,www.fivebranches.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Redondo Beach Beauty College,カリフォルニア州(CA),78,営利,,Torrance,23800 Hawthorne Blvd # 200,90505,都市部,rbbeautycollege.com/,2年制,0.9375,N/A,N/A,N/A,N/A,,,,
Foothill College,カリフォルニア州(CA),10193,州立,,Los Altos Hills,12345 El Monte Rd,94022,郊外,https://foothill.edu/,2年制,0.5733,N/A,N/A,N/A,N/A,,,,
Franciscan School of Theology,カリフォルニア州(CA),,私立,,San Diego,5998 Alcala Park,92110,都市部,www.fst.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Fredrick and Charles Beauty College,カリフォルニア州(CA),72,営利,,Eureka,831 F St,95501,町,www.fandcbeauty.com/,2年制,0.6667,N/A,N/A,N/A,N/A,,,,
Fresno City College,カリフォルニア州(CA),18481,州立,,Fresno,1101 E. University Ave,93741,都市部,www.fresnocitycollege.edu/,4年制,0.2396,N/A,N/A,N/A,N/A,,,,
Fresno Pacific University,カリフォルニア州(CA),1743,私立,0.75,Fresno,1717 S. Chestnut Ave,93702-4709,都市部,www.fresno.edu/,N/A,0.5787,N/A,N/A,N/A,N/A,,,,
Fuller Theological Seminary,カリフォルニア州(CA),,私立,,Pasadena,135 N Oakland Ave,91182,都市部,www.fuller.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Fullerton College,カリフォルニア州(CA),16426,州立,,Fullerton,321 E Chapman Avenue,92832-2095,郊外,www.fullcoll.edu/,4年制,0.3357,N/A,N/A,N/A,N/A,,,,
Gavilan College,カリフォルニア州(CA),3805,州立,,Gilroy,5055 Santa Teresa Blvd,95020,田舎,https://www.gavilan.edu/,4年制,0.3175,N/A,N/A,N/A,N/A,,,,
Gemological Institute of America-Carlsbad,カリフォルニア州(CA),154,私立,,Carlsbad,5345 Armada Dr,92008,都市部,www.gia.edu/gem-education,2年制,0.7017,N/A,N/A,N/A,N/A,,,,
Glendale Community College,カリフォルニア州(CA),9350,州立,,Glendale,1500 N Verdugo Rd,91208-2894,都市部,https://www.glendale.edu/,4年制,0.3482,N/A,N/A,N/A,N/A,,,,
Glendale Career College,カリフォルニア州(CA),661,営利,,Glendale,240 North Brand Boulevard Lower Level,91203,都市部,www.success.edu/,2年制,0.631,N/A,N/A,N/A,N/A,,,,
Golden Gate University,カリフォルニア州(CA),601,私立,,San Francisco,536 Mission Street,94105-2968,都市部,www.ggu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Golden West College,カリフォルニア州(CA),8728,州立,,Huntington Beach,15744 Goldenwest St.,92647-2710,郊外,www.goldenwestcollege.edu/,4年制,0.4181,N/A,N/A,N/A,N/A,,,,
Graduate Theological Union,カリフォルニア州(CA),,私立,,Berkeley,2400 Ridge Rd,94709,都市部,www.gtu.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Grossmont College,カリフォルニア州(CA),10994,州立,,El Cajon,8800 Grossmont College Dr,92020-1799,郊外,https://www.grossmont.edu/,4年制,0.2898,N/A,N/A,N/A,N/A,,,,
Salon Success Academy-Riverside,カリフォルニア州(CA),171,営利,,Riverside,6780 Indiana Ave. Ste #200,92506,都市部,www.salonsuccessacademy.com/,2年制,0.7551,N/A,N/A,N/A,N/A,,,,
Hartnell College,カリフォルニア州(CA),7600,州立,,Salinas,411 Central Avenue,93901,都市部,www.hartnell.edu/,4年制,0.3352,N/A,N/A,N/A,N/A,,,,
Harvey Mudd College,カリフォルニア州(CA),906,私立,0.1336,Claremont,301 Platt Blvd.,91711,郊外,https://www.hmc.edu/,N/A,0.9321,N/A,N/A,N/A,N/A,,,,
Hilltop Beauty School,カリフォルニア州(CA),102,営利,,Daly City,6317 Mission St,94014,郊外,www.hilltopbeautyschool.com/,2年制,0.6364,N/A,N/A,N/A,N/A,,,,
Pacifica Graduate Institute,カリフォルニア州(CA),,営利,,Carpinteria,249 Lambert Rd,93013,田舎,www.pacifica.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
California State Polytechnic University-Humboldt,カリフォルニア州(CA),5373,州立,0.9818,Arcata,1 Harpst Street,95521-8299,町,www.humboldt.edu/,N/A,0.4657,N/A,N/A,N/A,N/A,,,,
Humphreys University-Stockton and Modesto Campuses,カリフォルニア州(CA),158,私立,,Stockton,6650 Inglewood Ave,95207,都市部,www.humphreys.edu/,N/A,0.5682,N/A,N/A,N/A,N/A,,,,
Imperial Valley College,カリフォルニア州(CA),6952,州立,,Imperial,380 E. Aten Road,92251-0158,田舎,www.imperial.edu/,4年制,0.3676,N/A,N/A,N/A,N/A,,,,
Institute for Business and Technology,カリフォルニア州(CA),614,営利,,Santa Clara,2400 Walsh Avenue,95051-1303,都市部,https://ibt.edu/,2年制,0.7857,N/A,N/A,N/A,N/A,,,,
Interior Designers Institute,カリフォルニア州(CA),96,営利,,Newport Beach,1061 Camelback Street,92660,都市部,https://www.idi.edu/,4年制,,N/A,N/A,N/A,N/A,,,,
Irvine Valley College,カリフォルニア州(CA),8398,州立,,Irvine,5500 Irvine Center Drive,92618-0301,都市部,https://www.ivc.edu/,4年制,0.5454,N/A,N/A,N/A,N/A,,,,
Bellus Academy-El Cajon,カリフォルニア州(CA),187,営利,,El Cajon,1073 E Main St,92021,郊外,www.bellusacademy.edu/,2年制,0.73,N/A,N/A,N/A,N/A,,,,
American Jewish University,カリフォルニア州(CA),15,私立,,Los Angeles,15600 Mulholland Dr,90077-1519,都市部,www.aju.edu/,2年制,0.5484,N/A,N/A,N/A,N/A,,,,
Reedley College,カリフォルニア州(CA),4897,州立,,Reedley,995 N Reed Ave,93654,町,www.reedleycollege.edu/,2年制,0.3494,N/A,N/A,N/A,N/A,,,,
Life Pacific University,カリフォルニア州(CA),395,私立,0.9448,San Dimas,1100 W. Covina Blvd.,91773-3298,郊外,https://lifepacific.edu/,N/A,0.4933,N/A,N/A,N/A,N/A,,,,
University of La Verne,カリフォルニア州(CA),3363,私立,0.7351,La Verne,1950 Third St,91750-4401,郊外,https://www.laverne.edu/,N/A,0.6669,N/A,N/A,N/A,N/A,,,,
Laguna College of Art and Design,カリフォルニア州(CA),729,私立,0.8837,Laguna Beach,2222 Laguna Canyon Rd,92651,田舎,www.lcad.edu/,N/A,0.6667,N/A,N/A,N/A,N/A,,,,
Lake Tahoe Community College,カリフォルニア州(CA),2234,州立,,South Lake Tahoe,One College Drive,96150,田舎,www.ltcc.edu/,4年制,0.3585,N/A,N/A,N/A,N/A,,,,
Lancaster Beauty School,カリフォルニア州(CA),66,営利,,Lancaster,44646 N 10th Street West,93534,郊外,www.lancasterbeautyschool.com/,2年制,0.5738,N/A,N/A,N/A,N/A,,,,
Laney College,カリフォルニア州(CA),6749,州立,,Oakland,900 Fallon Sreet,94607,都市部,laney.edu/,4年制,0.2545,N/A,N/A,N/A,N/A,,,,
Lassen Community College,カリフォルニア州(CA),1431,州立,,Susanville,478-200 Hwy 139,96130,町,www.lassencollege.edu/,4年制,0.2678,N/A,N/A,N/A,N/A,,,,
Latin American Bible Institute,カリフォルニア州(CA),45,私立,1,La Puente,14209 East Lomitas Avenue,91746-3099,郊外,labi.edu/,4年制,0.3585,N/A,N/A,N/A,N/A,,,,
Life Chiropractic College West,カリフォルニア州(CA),,私立,,Hayward,25001 Industrial Blvd,94545-2570,郊外,www.lifewest.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Lincoln University,カリフォルニア州(CA),177,私立,,Oakland,401 15th Street,94612-2801,都市部,https://lincolnuca.edu/,N/A,0.7551,N/A,N/A,N/A,N/A,,,,
Southern California Seminary,カリフォルニア州(CA),31,私立,,El Cajon,2075 E. Madison Avenue,92019-1108,郊外,www.socalsem.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
La Sierra University,カリフォルニア州(CA),1216,私立,0.9185,Riverside,4500 Riverwalk Parkway,92505-8247,都市部,https://lasierra.edu/,N/A,0.4884,N/A,N/A,N/A,N/A,,,,
Loma Linda University,カリフォルニア州(CA),910,私立,,Loma Linda,11139 Anderson Street,92350,郊外,www.llu.edu/index.html,N/A,,N/A,N/A,N/A,N/A,,,,
Long Beach City College,カリフォルニア州(CA),20670,州立,,Long Beach,4901 E. Carson St.,90808-1706,都市部,www.lbcc.edu/,2年制,0.2192,N/A,N/A,N/A,N/A,,,,
Southern California University of Health Sciences,カリフォルニア州(CA),114,私立,,Whittier,16200 East Amber Valley Drive,90604,郊外,https://www.scuhs.edu/,2年制,,N/A,N/A,N/A,N/A,,,,
Los Angeles Harbor College,カリフォルニア州(CA),5796,州立,,Wilmington,1111 Figueroa Place,90744-2397,都市部,https://www.lahc.edu/,4年制,0.2879,N/A,N/A,N/A,N/A,,,,
Los Angeles Pierce College,カリフォルニア州(CA),12896,州立,,Woodland Hills,6201 Winnetka Ave,91371-0002,都市部,www.lapc.edu/,4年制,0.37,N/A,N/A,N/A,N/A,,,,
Los Angeles Southwest College,カリフォルニア州(CA),3586,州立,,Los Angeles,1600 W Imperial Hwy,90047-4899,郊外,https://www.lasc.edu/,4年制,0.1871,N/A,N/A,N/A,N/A,,,,
Los Angeles Trade Technical College,カリフォルニア州(CA),8565,州立,,Los Angeles,400 W Washington Blvd,90015-4181,都市部,www.lattc.edu/,2年制,0.2174,N/A,N/A,N/A,N/A,,,,
Los Angeles Valley College,カリフォルニア州(CA),11706,州立,,Valley Glen,5800 Fulton Avenue,91401-4096,都市部,www.lavc.edu/,4年制,0.3215,N/A,N/A,N/A,N/A,,,,
The Master's University and Seminary,カリフォルニア州(CA),1496,私立,0.7818,Santa Clarita,21726 Placerita Canyon Road,91321-1200,郊外,www.masters.edu/,N/A,0.7239,N/A,N/A,N/A,N/A,,,,
Los Angeles City College,カリフォルニア州(CA),10558,州立,,Los Angeles,855 N Vermont Ave,90029,都市部,www.lacitycollege.edu/,4年制,0.2373,N/A,N/A,N/A,N/A,,,,
Los Angeles County College of Nursing and Allied Health,カリフォルニア州(CA),195,州立,,Los Angeles,1237 N. Mission Rd.,90033-1084,都市部,https://dhs.lacounty.gov/college-of-nursing-and-allied-health/,4年制,,N/A,N/A,N/A,N/A,,,,
Los Angeles Mission College,カリフォルニア州(CA),7055,州立,,Sylmar,13356 Eldridge Avenue,91342-3200,都市部,https://www.lamission.edu/,4年制,0.2186,N/A,N/A,N/A,N/A,,,,
Los Medanos College,カリフォルニア州(CA),6709,州立,,Pittsburg,2700 East Leland Road,94565,郊外,https://www.losmedanos.edu/,4年制,0.3705,N/A,N/A,N/A,N/A,,,,
Loyola Marymount University,カリフォルニア州(CA),7138,私立,0.4131,Los Angeles,One Lmu Drive,90045-2659,都市部,https://www.lmu.edu/,N/A,0.8013,N/A,N/A,N/A,N/A,,,,
Lu Ross Academy,カリフォルニア州(CA),263,営利,,Ventura,470 East Thompson Blvd,93001-2729,都市部,www.lurossacademy.com/,2年制,0.6711,N/A,N/A,N/A,N/A,,,,
Lyle's College of Beauty,カリフォルニア州(CA),90,営利,,Bakersfield,2935 F St,93301,都市部,lylescolleges.com/,2年制,0.4103,N/A,N/A,N/A,N/A,,,,
Lyle's College of  Beauty,カリフォルニア州(CA),88,営利,,Fresno,6735 N First Ave Ste 112,93710,都市部,lylescolleges.com/,2年制,0.5714,N/A,N/A,N/A,N/A,,,,
Lytles Redwood Empire Beauty College,カリフォルニア州(CA),117,営利,,Santa Rosa,186 Wikiup Dr,95403,郊外,www.lytlesrebc.edu/,2年制,0.8572,N/A,N/A,N/A,N/A,,,,
MTI College,カリフォルニア州(CA),952,営利,0.9407,Sacramento,5221 Madison Avenue,95841-9817,郊外,campus.edu/,2年制,0.6454,N/A,N/A,N/A,N/A,,,,
College of Marin,カリフォルニア州(CA),3648,州立,,Kentfield,835 College Ave,94904-2590,郊外,www.marin.edu/,4年制,0.342,N/A,N/A,N/A,N/A,,,,
Mendocino College,カリフォルニア州(CA),2353,州立,,Ukiah,1000 Hensley Creek Road,95482,田舎,www.mendocino.edu/,4年制,0.269,N/A,N/A,N/A,N/A,,,,
Menlo College,カリフォルニア州(CA),786,私立,0.6172,Atherton,1000 El Camino Real,94027-4301,郊外,www.menlo.edu/,N/A,0.5596,N/A,N/A,N/A,N/A,,,,
Merced College,カリフォルニア州(CA),8333,州立,,Merced,3600 M St,95348-2806,都市部,www.mccd.edu/,4年制,0.3172,N/A,N/A,N/A,N/A,,,,
Merritt College,カリフォルニア州(CA),4784,州立,,Oakland,12500 Campus Dr,94619-3196,都市部,www.merritt.edu/,4年制,0.2032,N/A,N/A,N/A,N/A,,,,
MiraCosta College,カリフォルニア州(CA),10094,州立,,Oceanside,One Barnard Drive,92056-3899,郊外,www.miracosta.edu/,2年制,0.3926,N/A,N/A,N/A,N/A,,,,
Mission College,カリフォルニア州(CA),4733,州立,,Santa Clara,3000 Mission College Blvd,95054-1897,都市部,www.missioncollege.edu/,4年制,0.3705,N/A,N/A,N/A,N/A,,,,
Modern Beauty Academy,カリフォルニア州(CA),63,営利,,Oxnard,699 South C St,93030,都市部,www.modernbeautyacademy.org/,2年制,0.6275,N/A,N/A,N/A,N/A,,,,
Modesto Junior College,カリフォルニア州(CA),14655,州立,,Modesto,435 College Ave,95350-5800,都市部,https://www.mjc.edu/,4年制,0.2366,N/A,N/A,N/A,N/A,,,,
Moler Barber College,カリフォルニア州(CA),398,営利,,Oakland,3815 Telegraph Ave,94609-2419,都市部,moler.org/,2年制,0.3788,N/A,N/A,N/A,N/A,,,,
Middlebury Institute of International Studies at Monterey,カリフォルニア州(CA),13,私立,,Monterey,460 Pierce Street,93940,郊外,https://www.middlebury.edu/institute/,N/A,,N/A,N/A,N/A,N/A,,,,
Monterey Peninsula College,カリフォルニア州(CA),5347,州立,,Monterey,980 Fremont St,93940-4799,郊外,www.mpc.edu/,4年制,0.2943,N/A,N/A,N/A,N/A,,,,
Moorpark College,カリフォルニア州(CA),10966,州立,,Moorpark,7075 Campus Rd,93021-1695,郊外,www.moorparkcollege.edu/index.shtml,4年制,0.4263,N/A,N/A,N/A,N/A,,,,
Mt San Antonio College,カリフォルニア州(CA),23073,州立,,Walnut,1100 N Grand Ave,91789-1399,郊外,www.mtsac.edu/,4年制,0.4031,N/A,N/A,N/A,N/A,,,,
Mount Saint Mary's University,カリフォルニア州(CA),1778,私立,0.7576,Los Angeles,12001 Chalon Rd,90049-1599,都市部,https://www.msmu.edu/,N/A,0.5928,N/A,N/A,N/A,N/A,,,,
Mt San Jacinto Community College District,カリフォルニア州(CA),13078,州立,,San Jacinto,1499 N. State St.,92583-2399,郊外,www.msjc.edu/,4年制,0.314,N/A,N/A,N/A,N/A,,,,
Musicians Institute,カリフォルニア州(CA),785,営利,0.7845,Hollywood,6752 Hollywood Blvd.,90028,都市部,www.mi.edu/,2年制,0.5076,N/A,N/A,N/A,N/A,,,,
Napa Valley College,カリフォルニア州(CA),3301,州立,,Napa,2277 Napa-Vallejo Hwy,94558-6236,都市部,https://www.napavalley.edu/,4年制,0.3309,N/A,N/A,N/A,N/A,,,,
National Holistic Institute,カリフォルニア州(CA),1198,営利,,Emeryville,5900 Doyle Street,94608-2008,郊外,www.nhi.edu/,2年制,0.7713,N/A,N/A,N/A,N/A,,,,
National University,カリフォルニア州(CA),7993,私立,,San Diego,9388 Lightwave Ave,92123,都市部,www.nu.edu/,N/A,0.4103,N/A,N/A,N/A,N/A,,,,
Naval Postgraduate School,カリフォルニア州(CA),,州立,,Monterey,1 University Circle,93943,郊外,https://www.nps.edu/,N/A,,N/A,N/A,N/A,N/A,,,,
Newschool of Architecture and Design,カリフォルニア州(CA),229,営利,0.4495,San Diego,1249 F St,92101,都市部,www.newschoolarch.edu/,N/A,0.4889,N/A,N/A,N/A,N/A,,,,
North Adrian's College of Beauty Inc,カリフォルニア州(CA),193,営利,,Modesto,124 Floyd Ave,95350-2381,都市部,www.adrians.edu/,2年制,0.5604,N/A,N/A,N/A,N/A,,,,
North-West College-Pomona,カリフォルニア州(CA),333,営利,,Pomona,170  W Holt Ave,91768,郊外,www.north-westcollege.edu/,2年制,0.6434,N/A,N/A,N/A,N/A,,,,
North-West College-West Covina,カリフォルニア州(CA),625,営利,,West Covina,2101 W Garvey Ave,91790,郊外,https://www.nw.edu/locations/west-covina-campus/,2年制,0.6284,N/A,N/A,N/A,N/A,,,,
North-West College-Van Nuys,カリフォルニア州(CA),231,営利,,Van Nuys,14540 Haynes,91411,都市部,www.north-westcollege.edu/,2年制,0.5991,N/A,N/A,N/A,N/A,,,,
